activity_code,subject_id,trial,fall_event,source_path,n_samples,sample_rate_hz,inferred_duration_sec,expected_duration_sec,duration_delta_sec
D16,SA14,04,0,data\raw\sisfall\SA14\D16_SA14_R04.txt,2400,200,12.0,12,0.0
D16,SA14,05,0,data\raw\sisfall\SA14\D16_SA14_R05.txt,2400,200,12.0,12,0.0
D17,SA14,01,0,data\raw\sisfall\SA14\D17_SA14_R01.txt,4999,200,25.0,25,-0.0
D17,SA14,02,0,data\raw\sisfall\SA14\D17_SA14_R02.txt,5000,200,25.0,25,0.0
D17,SA14,03,0,data\raw\sisfall\SA14\D17_SA14_R03.txt,5000,200,25.0,25,0.0
D17,SA14,04,0,data\raw\sisfall\SA14\D17_SA14_R04.txt,5000,200,25.0,25,0.0
D17,SA14,05,0,data\raw\sisfall\SA14\D17_SA14_R05.txt,5000,200,25.0,25,0.0
D18,SA14,01,0,data\raw\sisfall\SA14\D18_SA14_R01.txt,2400,200,12.0,12,0.0
D18,SA14,02,0,data\raw\sisfall\SA14\D18_SA14_R02.txt,2400,200,12.0,12,0.0
D18,SA14,03,0,data\raw\sisfall\SA14\D18_SA14_R03.txt,2400,200,12.0,12,0.0
D18,SA14,04,0,data\raw\sisfall\SA14\D18_SA14_R04.txt,2400,200,12.0,12,0.0
D18,SA14,05,0,data\raw\sisfall\SA14\D18_SA14_R05.txt,2400,200,12.0,12,0.0
D19,SA14,01,0,data\raw\sisfall\SA14\D19_SA14_R01.txt,2400,200,12.0,12,0.0
D19,SA14,02,0,data\raw\sisfall\SA14\D19_SA14_R02.txt,2400,200,12.0,12,0.0
D19,SA14,03,0,data\raw\sisfall\SA14\D19_SA14_R03.txt,2400,200,12.0,12,0.0
D19,SA14,04,0,data\raw\sisfall\SA14\D19_SA14_R04.txt,2400,200,12.0,12,0.0
D19,SA14,05,0,data\raw\sisfall\SA14\D19_SA14_R05.txt,2400,200,12.0,12,0.0
F01,SA14,01,1,data\raw\sisfall\SA14\F01_SA14_R01.txt,2999,200,14.99,15,-0.01
F01,SA14,02,1,data\raw\sisfall\SA14\F01_SA14_R02.txt,2982,200,14.91,15,-0.09
F01,SA14,03,1,data\raw\sisfall\SA14\F01_SA14_R03.txt,3000,200,15.0,15,0.0
F01,SA14,04,1,data\raw\sisfall\SA14\F01_SA14_R04.txt,3000,200,15.0,15,0.0
F01,SA14,05,1,data\raw\sisfall\SA14\F01_SA14_R05.txt,3000,200,15.0,15,0.0
F02,SA14,01,1,data\raw\sisfall\SA14\F02_SA14_R01.txt,3000,200,15.0,15,0.0
F02,SA14,02,1,data\raw\sisfall\SA14\F02_SA14_R02.txt,3000,200,15.0,15,0.0
F02,SA14,03,1,data\raw\sisfall\SA14\F02_SA14_R03.txt,3000,200,15.0,15,0.0
F02,SA14,04,1,data\raw\sisfall\SA14\F02_SA14_R04.txt,3000,200,15.0,15,0.0
F02,SA14,05,1,data\raw\sisfall\SA14\F02_SA14_R05.txt,3000,200,15.0,15,0.0
F03,SA14,01,1,data\raw\sisfall\SA14\F03_SA14_R01.txt,3000,200,15.0,15,0.0
F03,SA14,02,1,data\raw\sisfall\SA14\F03_SA14_R02.txt,3000,200,15.0,15,0.0
F03,SA14,03,1,data\raw\sisfall\SA14\F03_SA14_R03.txt,3000,200,15.0,15,0.0
F03,SA14,04,1,data\raw\sisfall\SA14\F03_SA14_R04.txt,3000,200,15.0,15,0.0
F03,SA14,05,1,data\raw\sisfall\SA14\F03_SA14_R05.txt,3000,200,15.0,15,0.0
F04,SA14,01,1,data\raw\sisfall\SA14\F04_SA14_R01.txt,3000,200,15.0,15,0.0
F04,SA14,02,1,data\raw\sisfall\SA14\F04_SA14_R02.txt,3000,200,15.0,15,0.0
F04,SA14,03,1,data\raw\sisfall\SA14\F04_SA14_R03.txt,3000,200,15.0,15,0.0
F04,SA14,04,1,data\raw\sisfall\SA14\F04_SA14_R04.txt,3000,200,15.0,15,0.0
F04,SA14,05,1,data\raw\sisfall\SA14\F04_SA14_R05.txt,2999,200,14.99,15,-0.01
F05,SA14,01,1,data\raw\sisfall\SA14\F05_SA14_R01.txt,3000,200,15.0,15,0.0
F05,SA14,02,1,data\raw\sisfall\SA14\F05_SA14_R02.txt,3000,200,15.0,15,0.0
F05,SA14,03,1,data\raw\sisfall\SA14\F05_SA14_R03.txt,3000,200,15.0,15,0.0
F05,SA14,04,1,data\raw\sisfall\SA14\F05_SA14_R04.txt,3000,200,15.0,15,0.0
F05,SA14,05,1,data\raw\sisfall\SA14\F05_SA14_R05.txt,3000,200,15.0,15,0.0
F06,SA14,01,1,data\raw\sisfall\SA14\F06_SA14_R01.txt,2999,200,14.99,15,-0.01
F06,SA14,02,1,data\raw\sisfall\SA14\F06_SA14_R02.txt,2981,200,14.9,15,-0.1
F06,SA14,03,1,data\raw\sisfall\SA14\F06_SA14_R03.txt,3000,200,15.0,15,0.0
F06,SA14,04,1,data\raw\sisfall\SA14\F06_SA14_R04.txt,3000,200,15.0,15,0.0
F06,SA14,05,1,data\raw\sisfall\SA14\F06_SA14_R05.txt,3000,200,15.0,15,0.0
F07,SA14,01,1,data\raw\sisfall\SA14\F07_SA14_R01.txt,3000,200,15.0,15,0.0
F07,SA14,02,1,data\raw\sisfall\SA14\F07_SA14_R02.txt,3000,200,15.0,15,0.0
F07,SA14,03,1,data\raw\sisfall\SA14\F07_SA14_R03.txt,3000,200,15.0,15,0.0
F07,SA14,04,1,data\raw\sisfall\SA14\F07_SA14_R04.txt,3000,200,15.0,15,0.0
F07,SA14,05,1,data\raw\sisfall\SA14\F07_SA14_R05.txt,3000,200,15.0,15,0.0
F08,SA14,01,1,data\raw\sisfall\SA14\F08_SA14_R01.txt,3000,200,15.0,15,0.0
F08,SA14,02,1,data\raw\sisfall\SA14\F08_SA14_R02.txt,3000,200,15.0,15,0.0
F08,SA14,03,1,data\raw\sisfall\SA14\F08_SA14_R03.txt,3000,200,15.0,15,0.0
F08,SA14,04,1,data\raw\sisfall\SA14\F08_SA14_R04.txt,3000,200,15.0,15,0.0
F08,SA14,05,1,data\raw\sisfall\SA14\F08_SA14_R05.txt,2999,200,14.99,15,-0.01
F09,SA14,01,1,data\raw\sisfall\SA14\F09_SA14_R01.txt,3000,200,15.0,15,0.0
F09,SA14,02,1,data\raw\sisfall\SA14\F09_SA14_R02.txt,3000,200,15.0,15,0.0
F09,SA14,03,1,data\raw\sisfall\SA14\F09_SA14_R03.txt,3000,200,15.0,15,0.0
F09,SA14,04,1,data\raw\sisfall\SA14\F09_SA14_R04.txt,3000,200,15.0,15,0.0
F09,SA14,05,1,data\raw\sisfall\SA14\F09_SA14_R05.txt,3000,200,15.0,15,0.0
F10,SA14,01,1,data\raw\sisfall\SA14\F10_SA14_R01.txt,3000,200,15.0,15,0.0
F10,SA14,02,1,data\raw\sisfall\SA14\F10_SA14_R02.txt,3000,200,15.0,15,0.0
F10,SA14,03,1,data\raw\sisfall\SA14\F10_SA14_R03.txt,3000,200,15.0,15,0.0
F10,SA14,04,1,data\raw\sisfall\SA14\F10_SA14_R04.txt,3000,200,15.0,15,0.0
F10,SA14,05,1,data\raw\sisfall\SA14\F10_SA14_R05.txt,3000,200,15.0,15,0.0
F11,SA14,01,1,data\raw\sisfall\SA14\F11_SA14_R01.txt,2999,200,14.99,15,-0.01
F11,SA14,02,1,data\raw\sisfall\SA14\F11_SA14_R02.txt,2982,200,14.91,15,-0.09
F11,SA14,03,1,data\raw\sisfall\SA14\F11_SA14_R03.txt,3000,200,15.0,15,0.0
F11,SA14,04,1,data\raw\sisfall\SA14\F11_SA14_R04.txt,3000,200,15.0,15,0.0
F11,SA14,05,1,data\raw\sisfall\SA14\F11_SA14_R05.txt,3000,200,15.0,15,0.0
F12,SA14,01,1,data\raw\sisfall\SA14\F12_SA14_R01.txt,2999,200,14.99,15,-0.01
F12,SA14,02,1,data\raw\sisfall\SA14\F12_SA14_R02.txt,3000,200,15.0,15,0.0
F12,SA14,03,1,data\raw\sisfall\SA14\F12_SA14_R03.txt,3000,200,15.0,15,0.0
F12,SA14,04,1,data\raw\sisfall\SA14\F12_SA14_R04.txt,3000,200,15.0,15,0.0
F12,SA14,05,1,data\raw\sisfall\SA14\F12_SA14_R05.txt,3000,200,15.0,15,0.0
F13,SA14,01,1,data\raw\sisfall\SA14\F13_SA14_R01.txt,3000,200,15.0,15,0.0
F13,SA14,02,1,data\raw\sisfall\SA14\F13_SA14_R02.txt,3000,200,15.0,15,0.0
F13,SA14,03,1,data\raw\sisfall\SA14\F13_SA14_R03.txt,3000,200,15.0,15,0.0
F13,SA14,04,1,data\raw\sisfall\SA14\F13_SA14_R04.txt,3000,200,15.0,15,0.0
F13,SA14,05,1,data\raw\sisfall\SA14\F13_SA14_R05.txt,3000,200,15.0,15,0.0
F14,SA14,01,1,data\raw\sisfall\SA14\F14_SA14_R01.txt,3000,200,15.0,15,0.0
F14,SA14,02,1,data\raw\sisfall\SA14\F14_SA14_R02.txt,3000,200,15.0,15,0.0
F14,SA14,03,1,data\raw\sisfall\SA14\F14_SA14_R03.txt,3000,200,15.0,15,0.0
F14,SA14,04,1,data\raw\sisfall\SA14\F14_SA14_R04.txt,3000,200,15.0,15,0.0
F14,SA14,05,1,data\raw\sisfall\SA14\F14_SA14_R05.txt,3000,200,15.0,15,0.0
F15,SA14,01,1,data\raw\sisfall\SA14\F15_SA14_R01.txt,3000,200,15.0,15,0.0
F15,SA14,02,1,data\raw\sisfall\SA14\F15_SA14_R02.txt,3000,200,15.0,15,0.0
F15,SA14,03,1,data\raw\sisfall\SA14\F15_SA14_R03.txt,3000,200,15.0,15,0.0
F15,SA14,04,1,data\raw\sisfall\SA14\F15_SA14_R04.txt,3000,200,15.0,15,0.0
F15,SA14,05,1,data\raw\sisfall\SA14\F15_SA14_R05.txt,3000,200,15.0,15,0.0
D01,SA15,01,0,data\raw\sisfall\SA15\D01_SA15_R01.txt,19999,200,100.0,100,-0.0
D02,SA15,01,0,data\raw\sisfall\SA15\D02_SA15_R01.txt,20000,200,100.0,100,0.0
D03,SA15,01,0,data\raw\sisfall\SA15\D03_SA15_R01.txt,20000,200,100.0,100,0.0
D04,SA15,01,0,data\raw\sisfall\SA15\D04_SA15_R01.txt,20000,200,100.0,100,0.0
D05,SA15,01,0,data\raw\sisfall\SA15\D05_SA15_R01.txt,5000,200,25.0,25,0.0
D05,SA15,02,0,data\raw\sisfall\SA15\D05_SA15_R02.txt,5000,200,25.0,25,0.0
D05,SA15,03,0,data\raw\sisfall\SA15\D05_SA15_R03.txt,5000,200,25.0,25,0.0
D05,SA15,04,0,data\raw\sisfall\SA15\D05_SA15_R04.txt,5000,200,25.0,25,0.0
D05,SA15,05,0,data\raw\sisfall\SA15\D05_SA15_R05.txt,5000,200,25.0,25,0.0
D06,SA15,01,0,data\raw\sisfall\SA15\D06_SA15_R01.txt,4999,200,25.0,25,-0.0
D06,SA15,02,0,data\raw\sisfall\SA15\D06_SA15_R02.txt,5000,200,25.0,25,0.0
D06,SA15,03,0,data\raw\sisfall\SA15\D06_SA15_R03.txt,5000,200,25.0,25,0.0
D06,SA15,04,0,data\raw\sisfall\SA15\D06_SA15_R04.txt,5000,200,25.0,25,0.0
D06,SA15,05,0,data\raw\sisfall\SA15\D06_SA15_R05.txt,5000,200,25.0,25,0.0
D07,SA15,01,0,data\raw\sisfall\SA15\D07_SA15_R01.txt,2400,200,12.0,12,0.0
D07,SA15,02,0,data\raw\sisfall\SA15\D07_SA15_R02.txt,2400,200,12.0,12,0.0
D07,SA15,03,0,data\raw\sisfall\SA15\D07_SA15_R03.txt,2400,200,12.0,12,0.0
D07,SA15,04,0,data\raw\sisfall\SA15\D07_SA15_R04.txt,2400,200,12.0,12,0.0
D07,SA15,05,0,data\raw\sisfall\SA15\D07_SA15_R05.txt,2400,200,12.0,12,0.0
D08,SA15,01,0,data\raw\sisfall\SA15\D08_SA15_R01.txt,2400,200,12.0,12,0.0
D08,SA15,02,0,data\raw\sisfall\SA15\D08_SA15_R02.txt,2400,200,12.0,12,0.0
D08,SA15,03,0,data\raw\sisfall\SA15\D08_SA15_R03.txt,2400,200,12.0,12,0.0
D08,SA15,04,0,data\raw\sisfall\SA15\D08_SA15_R04.txt,2400,200,12.0,12,0.0
D08,SA15,05,0,data\raw\sisfall\SA15\D08_SA15_R05.txt,2400,200,12.0,12,0.0
D09,SA15,01,0,data\raw\sisfall\SA15\D09_SA15_R01.txt,2400,200,12.0,12,0.0
D09,SA15,02,0,data\raw\sisfall\SA15\D09_SA15_R02.txt,2400,200,12.0,12,0.0
D09,SA15,03,0,data\raw\sisfall\SA15\D09_SA15_R03.txt,2400,200,12.0,12,0.0
D09,SA15,04,0,data\raw\sisfall\SA15\D09_SA15_R04.txt,2400,200,12.0,12,0.0
D09,SA15,05,0,data\raw\sisfall\SA15\D09_SA15_R05.txt,2400,200,12.0,12,0.0
D10,SA15,01,0,data\raw\sisfall\SA15\D10_SA15_R01.txt,2400,200,12.0,12,0.0
D10,SA15,02,0,data\raw\sisfall\SA15\D10_SA15_R02.txt,2400,200,12.0,12,0.0
D10,SA15,03,0,data\raw\sisfall\SA15\D10_SA15_R03.txt,2400,200,12.0,12,0.0
D10,SA15,04,0,data\raw\sisfall\SA15\D10_SA15_R04.txt,2400,200,12.0,12,0.0
D10,SA15,05,0,data\raw\sisfall\SA15\D10_SA15_R05.txt,2400,200,12.0,12,0.0
D11,SA15,01,0,data\raw\sisfall\SA15\D11_SA15_R01.txt,2399,200,11.99,12,-0.01
D11,SA15,02,0,data\raw\sisfall\SA15\D11_SA15_R02.txt,2400,200,12.0,12,0.0
D11,SA15,03,0,data\raw\sisfall\SA15\D11_SA15_R03.txt,2400,200,12.0,12,0.0
D11,SA15,04,0,data\raw\sisfall\SA15\D11_SA15_R04.txt,2400,200,12.0,12,0.0
D11,SA15,05,0,data\raw\sisfall\SA15\D11_SA15_R05.txt,2400,200,12.0,12,0.0
D12,SA15,01,0,data\raw\sisfall\SA15\D12_SA15_R01.txt,2400,200,12.0,12,0.0
D12,SA15,02,0,data\raw\sisfall\SA15\D12_SA15_R02.txt,2400,200,12.0,12,0.0
D12,SA15,03,0,data\raw\sisfall\SA15\D12_SA15_R03.txt,2400,200,12.0,12,0.0
D12,SA15,04,0,data\raw\sisfall\SA15\D12_SA15_R04.txt,2399,200,11.99,12,-0.01
D12,SA15,05,0,data\raw\sisfall\SA15\D12_SA15_R05.txt,2400,200,12.0,12,0.0
D13,SA15,01,0,data\raw\sisfall\SA15\D13_SA15_R01.txt,2400,200,12.0,12,0.0
D13,SA15,02,0,data\raw\sisfall\SA15\D13_SA15_R02.txt,2400,200,12.0,12,0.0
D13,SA15,03,0,data\raw\sisfall\SA15\D13_SA15_R03.txt,2400,200,12.0,12,0.0
D13,SA15,04,0,data\raw\sisfall\SA15\D13_SA15_R04.txt,2400,200,12.0,12,0.0
D13,SA15,05,0,data\raw\sisfall\SA15\D13_SA15_R05.txt,2400,200,12.0,12,0.0
D14,SA15,01,0,data\raw\sisfall\SA15\D14_SA15_R01.txt,2400,200,12.0,12,0.0
D14,SA15,02,0,data\raw\sisfall\SA15\D14_SA15_R02.txt,2400,200,12.0,12,0.0
D14,SA15,03,0,data\raw\sisfall\SA15\D14_SA15_R03.txt,2400,200,12.0,12,0.0
D14,SA15,04,0,data\raw\sisfall\SA15\D14_SA15_R04.txt,2400,200,12.0,12,0.0
D14,SA15,05,0,data\raw\sisfall\SA15\D14_SA15_R05.txt,2400,200,12.0,12,0.0
D15,SA15,01,0,data\raw\sisfall\SA15\D15_SA15_R01.txt,2400,200,12.0,12,0.0
D15,SA15,02,0,data\raw\sisfall\SA15\D15_SA15_R02.txt,2400,200,12.0,12,0.0
D15,SA15,03,0,data\raw\sisfall\SA15\D15_SA15_R03.txt,2400,200,12.0,12,0.0
D15,SA15,04,0,data\raw\sisfall\SA15\D15_SA15_R04.txt,2400,200,12.0,12,0.0
D15,SA15,05,0,data\raw\sisfall\SA15\D15_SA15_R05.txt,2400,200,12.0,12,0.0
D16,SA15,01,0,data\raw\sisfall\SA15\D16_SA15_R01.txt,2399,200,11.99,12,-0.01
D16,SA15,02,0,data\raw\sisfall\SA15\D16_SA15_R02.txt,2400,200,12.0,12,0.0
D16,SA15,03,0,data\raw\sisfall\SA15\D16_SA15_R03.txt,2400,200,12.0,12,0.0
D16,SA15,04,0,data\raw\sisfall\SA15\D16_SA15_R04.txt,2400,200,12.0,12,0.0
D16,SA15,05,0,data\raw\sisfall\SA15\D16_SA15_R05.txt,2400,200,12.0,12,0.0
D17,SE15,01,0,data\raw\sisfall\SA15\D17_SE15_R01.txt,5000,200,25.0,25,0.0
D17,SE15,02,0,data\raw\sisfall\SA15\D17_SE15_R02.txt,5000,200,25.0,25,0.0
D17,SE15,03,0,data\raw\sisfall\SA15\D17_SE15_R03.txt,5000,200,25.0,25,0.0
D17,SE15,04,0,data\raw\sisfall\SA15\D17_SE15_R04.txt,5000,200,25.0,25,0.0
D17,SE15,05,0,data\raw\sisfall\SA15\D17_SE15_R05.txt,5000,200,25.0,25,0.0
D18,SA15,01,0,data\raw\sisfall\SA15\D18_SA15_R01.txt,2400,200,12.0,12,0.0
D18,SA15,02,0,data\raw\sisfall\SA15\D18_SA15_R02.txt,2400,200,12.0,12,0.0
D18,SA15,03,0,data\raw\sisfall\SA15\D18_SA15_R03.txt,2400,200,12.0,12,0.0
D18,SA15,04,0,data\raw\sisfall\SA15\D18_SA15_R04.txt,2400,200,12.0,12,0.0
D18,SA15,05,0,data\raw\sisfall\SA15\D18_SA15_R05.txt,2400,200,12.0,12,0.0
D19,SA15,01,0,data\raw\sisfall\SA15\D19_SA15_R01.txt,2400,200,12.0,12,0.0
D19,SA15,02,0,data\raw\sisfall\SA15\D19_SA15_R02.txt,2400,200,12.0,12,0.0
D19,SA15,03,0,data\raw\sisfall\SA15\D19_SA15_R03.txt,2400,200,12.0,12,0.0
D19,SA15,04,0,data\raw\sisfall\SA15\D19_SA15_R04.txt,2400,200,12.0,12,0.0
D19,SA15,05,0,data\raw\sisfall\SA15\D19_SA15_R05.txt,2400,200,12.0,12,0.0
F01,SA15,01,1,data\raw\sisfall\SA15\F01_SA15_R01.txt,2999,200,14.99,15,-0.01
F01,SA15,02,1,data\raw\sisfall\SA15\F01_SA15_R02.txt,3000,200,15.0,15,0.0
F01,SA15,03,1,data\raw\sisfall\SA15\F01_SA15_R03.txt,3000,200,15.0,15,0.0
F01,SA15,04,1,data\raw\sisfall\SA15\F01_SA15_R04.txt,3000,200,15.0,15,0.0
F01,SA15,05,1,data\raw\sisfall\SA15\F01_SA15_R05.txt,3000,200,15.0,15,0.0
F02,SA15,01,1,data\raw\sisfall\SA15\F02_SA15_R01.txt,3000,200,15.0,15,0.0
F02,SA15,02,1,data\raw\sisfall\SA15\F02_SA15_R02.txt,3000,200,15.0,15,0.0
F02,SA15,03,1,data\raw\sisfall\SA15\F02_SA15_R03.txt,3000,200,15.0,15,0.0
F02,SA15,04,1,data\raw\sisfall\SA15\F02_SA15_R04.txt,3000,200,15.0,15,0.0
F02,SA15,05,1,data\raw\sisfall\SA15\F02_SA15_R05.txt,3000,200,15.0,15,0.0
F03,SA15,01,1,data\raw\sisfall\SA15\F03_SA15_R01.txt,3000,200,15.0,15,0.0
F03,SA15,02,1,data\raw\sisfall\SA15\F03_SA15_R02.txt,3000,200,15.0,15,0.0
F03,SA15,03,1,data\raw\sisfall\SA15\F03_SA15_R03.txt,3000,200,15.0,15,0.0
F03,SA15,04,1,data\raw\sisfall\SA15\F03_SA15_R04.txt,3000,200,15.0,15,0.0
F03,SA15,05,1,data\raw\sisfall\SA15\F03_SA15_R05.txt,3000,200,15.0,15,0.0
F04,SA15,01,1,data\raw\sisfall\SA15\F04_SA15_R01.txt,3000,200,15.0,15,0.0
F04,SA15,02,1,data\raw\sisfall\SA15\F04_SA15_R02.txt,3000,200,15.0,15,0.0
F04,SA15,03,1,data\raw\sisfall\SA15\F04_SA15_R03.txt,3000,200,15.0,15,0.0
F04,SA15,04,1,data\raw\sisfall\SA15\F04_SA15_R04.txt,3000,200,15.0,15,0.0
F04,SA15,05,1,data\raw\sisfall\SA15\F04_SA15_R05.txt,3000,200,15.0,15,0.0
F05,SA15,01,1,data\raw\sisfall\SA15\F05_SA15_R01.txt,3000,200,15.0,15,0.0
F05,SA15,02,1,data\raw\sisfall\SA15\F05_SA15_R02.txt,3000,200,15.0,15,0.0
F05,SA15,03,1,data\raw\sisfall\SA15\F05_SA15_R03.txt,3000,200,15.0,15,0.0
F05,SA15,04,1,data\raw\sisfall\SA15\F05_SA15_R04.txt,3000,200,15.0,15,0.0
F05,SA15,05,1,data\raw\sisfall\SA15\F05_SA15_R05.txt,3000,200,15.0,15,0.0
F06,SA15,01,1,data\raw\sisfall\SA15\F06_SA15_R01.txt,2999,200,14.99,15,-0.01
F06,SA15,02,1,data\raw\sisfall\SA15\F06_SA15_R02.txt,3000,200,15.0,15,0.0
F06,SA15,03,1,data\raw\sisfall\SA15\F06_SA15_R03.txt,3000,200,15.0,15,0.0
F06,SA15,04,1,data\raw\sisfall\SA15\F06_SA15_R04.txt,3000,200,15.0,15,0.0
F06,SA15,05,1,data\raw\sisfall\SA15\F06_SA15_R05.txt,3000,200,15.0,15,0.0
F07,SA15,01,1,data\raw\sisfall\SA15\F07_SA15_R01.txt,3000,200,15.0,15,0.0
F07,SA15,02,1,data\raw\sisfall\SA15\F07_SA15_R02.txt,3000,200,15.0,15,0.0
F07,SA15,03,1,data\raw\sisfall\SA15\F07_SA15_R03.txt,3000,200,15.0,15,0.0
F07,SA15,04,1,data\raw\sisfall\SA15\F07_SA15_R04.txt,3000,200,15.0,15,0.0
F07,SA15,05,1,data\raw\sisfall\SA15\F07_SA15_R05.txt,3000,200,15.0,15,0.0
F08,SA15,01,1,data\raw\sisfall\SA15\F08_SA15_R01.txt,2999,200,14.99,15,-0.01
F08,SA15,02,1,data\raw\sisfall\SA15\F08_SA15_R02.txt,3000,200,15.0,15,0.0
F08,SA15,03,1,data\raw\sisfall\SA15\F08_SA15_R03.txt,3000,200,15.0,15,0.0
F08,SA15,04,1,data\raw\sisfall\SA15\F08_SA15_R04.txt,3000,200,15.0,15,0.0
F08,SA15,05,1,data\raw\sisfall\SA15\F08_SA15_R05.txt,3000,200,15.0,15,0.0
F09,SA15,01,1,data\raw\sisfall\SA15\F09_SA15_R01.txt,3000,200,15.0,15,0.0
F09,SA15,02,1,data\raw\sisfall\SA15\F09_SA15_R02.txt,3000,200,15.0,15,0.0
F09,SA15,03,1,data\raw\sisfall\SA15\F09_SA15_R03.txt,3000,200,15.0,15,0.0
F09,SA15,04,1,data\raw\sisfall\SA15\F09_SA15_R04.txt,3000,200,15.0,15,0.0
F09,SA15,05,1,data\raw\sisfall\SA15\F09_SA15_R05.txt,3000,200,15.0,15,0.0
F10,SA15,01,1,data\raw\sisfall\SA15\F10_SA15_R01.txt,3000,200,15.0,15,0.0
F10,SA15,02,1,data\raw\sisfall\SA15\F10_SA15_R02.txt,3000,200,15.0,15,0.0
F10,SA15,03,1,data\raw\sisfall\SA15\F10_SA15_R03.txt,3000,200,15.0,15,0.0
F10,SA15,04,1,data\raw\sisfall\SA15\F10_SA15_R04.txt,3000,200,15.0,15,0.0
F10,SA15,05,1,data\raw\sisfall\SA15\F10_SA15_R05.txt,3000,200,15.0,15,0.0
F11,SA15,01,1,data\raw\sisfall\SA15\F11_SA15_R01.txt,2999,200,14.99,15,-0.01
F11,SA15,02,1,data\raw\sisfall\SA15\F11_SA15_R02.txt,3000,200,15.0,15,0.0
F11,SA15,03,1,data\raw\sisfall\SA15\F11_SA15_R03.txt,3000,200,15.0,15,0.0
F11,SA15,04,1,data\raw\sisfall\SA15\F11_SA15_R04.txt,3000,200,15.0,15,0.0
F11,SA15,05,1,data\raw\sisfall\SA15\F11_SA15_R05.txt,3000,200,15.0,15,0.0
F12,SA15,01,1,data\raw\sisfall\SA15\F12_SA15_R01.txt,3000,200,15.0,15,0.0
F12,SA15,02,1,data\raw\sisfall\SA15\F12_SA15_R02.txt,3000,200,15.0,15,0.0
F12,SA15,03,1,data\raw\sisfall\SA15\F12_SA15_R03.txt,3000,200,15.0,15,0.0
F12,SA15,04,1,data\raw\sisfall\SA15\F12_SA15_R04.txt,3000,200,15.0,15,0.0
F12,SA15,05,1,data\raw\sisfall\SA15\F12_SA15_R05.txt,3000,200,15.0,15,0.0
F13,SA15,01,1,data\raw\sisfall\SA15\F13_SA15_R01.txt,3000,200,15.0,15,0.0
F13,SA15,02,1,data\raw\sisfall\SA15\F13_SA15_R02.txt,3000,200,15.0,15,0.0
F13,SA15,03,1,data\raw\sisfall\SA15\F13_SA15_R03.txt,3000,200,15.0,15,0.0
F13,SA15,04,1,data\raw\sisfall\SA15\F13_SA15_R04.txt,3000,200,15.0,15,0.0
F13,SA15,05,1,data\raw\sisfall\SA15\F13_SA15_R05.txt,3000,200,15.0,15,0.0
F14,SA15,01,1,data\raw\sisfall\SA15\F14_SA15_R01.txt,3000,200,15.0,15,0.0
F14,SA15,02,1,data\raw\sisfall\SA15\F14_SA15_R02.txt,3000,200,15.0,15,0.0
F14,SA15,03,1,data\raw\sisfall\SA15\F14_SA15_R03.txt,3000,200,15.0,15,0.0
F14,SA15,04,1,data\raw\sisfall\SA15\F14_SA15_R04.txt,3000,200,15.0,15,0.0
F14,SA15,05,1,data\raw\sisfall\SA15\F14_SA15_R05.txt,3000,200,15.0,15,0.0
F15,SA15,01,1,data\raw\sisfall\SA15\F15_SA15_R01.txt,3000,200,15.0,15,0.0
F15,SA15,02,1,data\raw\sisfall\SA15\F15_SA15_R02.txt,3000,200,15.0,15,0.0
F15,SA15,03,1,data\raw\sisfall\SA15\F15_SA15_R03.txt,3000,200,15.0,15,0.0
F15,SA15,04,1,data\raw\sisfall\SA15\F15_SA15_R04.txt,3000,200,15.0,15,0.0
F15,SA15,05,1,data\raw\sisfall\SA15\F15_SA15_R05.txt,3000,200,15.0,15,0.0
D01,SA16,01,0,data\raw\sisfall\SA16\D01_SA16_R01.txt,19999,200,100.0,100,-0.0
D02,SA16,01,0,data\raw\sisfall\SA16\D02_SA16_R01.txt,20000,200,100.0,100,0.0
D03,SA16,01,0,data\raw\sisfall\SA16\D03_SA16_R01.txt,20000,200,100.0,100,0.0
D04,SA16,01,0,data\raw\sisfall\SA16\D04_SA16_R01.txt,20000,200,100.0,100,0.0
D05,SA16,01,0,data\raw\sisfall\SA16\D05_SA16_R01.txt,5000,200,25.0,25,0.0
D05,SA16,02,0,data\raw\sisfall\SA16\D05_SA16_R02.txt,5000,200,25.0,25,0.0
D05,SA16,03,0,data\raw\sisfall\SA16\D05_SA16_R03.txt,5000,200,25.0,25,0.0
D05,SA16,04,0,data\raw\sisfall\SA16\D05_SA16_R04.txt,5000,200,25.0,25,0.0
D05,SA16,05,0,data\raw\sisfall\SA16\D05_SA16_R05.txt,5000,200,25.0,25,0.0
D06,SA16,01,0,data\raw\sisfall\SA16\D06_SA16_R01.txt,4999,200,25.0,25,-0.0
D06,SA16,02,0,data\raw\sisfall\SA16\D06_SA16_R02.txt,5000,200,25.0,25,0.0
D06,SA16,03,0,data\raw\sisfall\SA16\D06_SA16_R03.txt,5000,200,25.0,25,0.0
D06,SA16,04,0,data\raw\sisfall\SA16\D06_SA16_R04.txt,5000,200,25.0,25,0.0
D06,SA16,05,0,data\raw\sisfall\SA16\D06_SA16_R05.txt,5000,200,25.0,25,0.0
D07,SA16,01,0,data\raw\sisfall\SA16\D07_SA16_R01.txt,2400,200,12.0,12,0.0
D07,SA16,02,0,data\raw\sisfall\SA16\D07_SA16_R02.txt,2400,200,12.0,12,0.0
